64,64,
1,20,30,101,106,107,108,109,110,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,28,14,14,14,14,14,30,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,0,0,0,2,2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,11,8,4,4,4,4,4,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,11,11,11,11,11,7,26,22,4,4,4,20,32,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,0,0,0,2,2,2,2,2,2,0,0,0,0,2,2,2,2,11,11,11,7,8,4,4,4,12,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,0,0,0,11,11,11,11,11,2,2,2,2,11,11,11,11,11,11,11,11,11,8,4,4,4,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,4,4,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,4,4,12,11,7,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,4,4,12,0,0,57,57,57,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,4,4,12,0,0,57,57,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,4,4,12,2,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,4,4,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,4,4,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,4,4,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,4,4,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,4,4,18,38,38,38,38,38,38,38,0,38,38,38,0,38,42,0,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,22,4,4,12,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,16,16,32,11,11,11,11,11,11,11,11,11,11,11,11,2,8,12,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,8,12,2,11,11,7,0,0,0,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,8,12,2,11,11,0,0,0,7,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,8,12,2,11,11,0,0,0,38,38,38,38,38,38,38,38,38,42,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,8,12,2,11,11,57,0,0,0,2,2,2,2,2,2,2,2,40,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,12,11,11,11,57,57,0,0,11,11,11,11,11,11,11,2,40,11,11
11,11,11,11,0,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,40,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,40,11,11
11,11,11,11,0,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,40,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,40,11,11
